GFLOPS: 1.323066, Runtime: 0.000756 
GFLOPS: 19.603735, Runtime: 0.000204 
GFLOPS: 28.997191, Runtime: 0.000310 
GFLOPS: 21.331267, Runtime: 0.000750 
GFLOPS: 123.267403, Runtime: 0.000203 
GFLOPS: 45.837691, Runtime: 0.000785 
GFLOPS: 87.953158, Runtime: 0.000557 
GFLOPS: 72.472755, Runtime: 0.000883 
GFLOPS: 49.584540, Runtime: 0.001634 
GFLOPS: 471.134250, Runtime: 0.000212 
