GFLOPS: 14.762204, Runtime: 0.000068 
GFLOPS: 226.582709, Runtime: 0.000018 
GFLOPS: 421.574352, Runtime: 0.000021 
GFLOPS: 618.606745, Runtime: 0.000026 
GFLOPS: 857.663224, Runtime: 0.000029 
GFLOPS: 1056.475962, Runtime: 0.000034 
GFLOPS: 1283.359533, Runtime: 0.000038 
GFLOPS: 1470.650012, Runtime: 0.000044 
GFLOPS: 1730.674256, Runtime: 0.000047 
GFLOPS: 1964.325629, Runtime: 0.000051 
