GFLOPS: 0.325115, Runtime: 0.003076 
GFLOPS: 4.903400, Runtime: 0.000816 
GFLOPS: 3.720617, Runtime: 0.002419 
GFLOPS: 1.825482, Runtime: 0.008765 
GFLOPS: 1.836206, Runtime: 0.013615 
GFLOPS: 1.498035, Runtime: 0.024031 
GFLOPS: 1.600435, Runtime: 0.030617 
GFLOPS: 2.045169, Runtime: 0.031293 
GFLOPS: 1.513431, Runtime: 0.053521 
GFLOPS: 1.360192, Runtime: 0.073519 
