GFLOPS: 54.128108, Runtime: 0.000018 
GFLOPS: 374.733013, Runtime: 0.000011 
GFLOPS: 562.099008, Runtime: 0.000016 
GFLOPS: 764.161070, Runtime: 0.000021 
GFLOPS: 982.163095, Runtime: 0.000025 
GFLOPS: 1169.166958, Runtime: 0.000031 
GFLOPS: 1371.866979, Runtime: 0.000036 
GFLOPS: 1558.888909, Runtime: 0.000041 
GFLOPS: 1777.449744, Runtime: 0.000046 
GFLOPS: 1964.325629, Runtime: 0.000051 
