GFLOPS: 0.454264, Runtime: 0.002201 
GFLOPS: 4.757352, Runtime: 0.000841 
GFLOPS: 3.855413, Runtime: 0.002334 
GFLOPS: 4.044020, Runtime: 0.003956 
GFLOPS: 32.581113, Runtime: 0.000767 
GFLOPS: 51.309248, Runtime: 0.000702 
GFLOPS: 53.545283, Runtime: 0.000915 
GFLOPS: 54.793988, Runtime: 0.001168 
GFLOPS: 198.089243, Runtime: 0.000409 
GFLOPS: 25.524091, Runtime: 0.003918 
