GFLOPS: 0.496892, Runtime: 0.002013 
GFLOPS: 15.765463, Runtime: 0.000254 
GFLOPS: 20.335692, Runtime: 0.000443 
GFLOPS: 14.038986, Runtime: 0.001140 
GFLOPS: 7.719840, Runtime: 0.003238 
GFLOPS: 5.506625, Runtime: 0.006538 
GFLOPS: 6.337746, Runtime: 0.007731 
GFLOPS: 4.129507, Runtime: 0.015498 
GFLOPS: 8.010430, Runtime: 0.010112 
GFLOPS: 7.494658, Runtime: 0.013343 
